A2MX9B3EOEGOU,9,1481650093513,1,<bl>#</bl><or>#</or><bl>#</bl><or>#</or><or>#</or><bl>#</bl><or>#</or><bl>#</bl><or>#</or><or>#</or><bl>#</bl><or>#</or><bl>#</bl><or>#</or><or>#</or>, <or>#</or> <bl>#</bl> <bl>#</bl> <bl>#</bl> <or>#</or> <or>#</or> <bl>#</bl> <bl>#</bl> <or>#</or> <or>#</or> <bl>#</bl> <bl>#</bl> <bl>#</bl> <or>#</or> <or>#</or>
AKR0GMHOAU7ZL,2,1481650006347, age,45,
AKR0GMHOAU7ZL,3,1481650006347, firstlang, English,
AKR0GMHOAU7ZL,4,1481650006347, zipcode,45247,
AKR0GMHOAU7ZL,5,1481650006347, gender, Female,
AKR0GMHOAU7ZL,6,1481650006347, race, White,
AKR0GMHOAU7ZL,7,1481650006347, education, BachelorDegree,
AKR0GMHOAU7ZL,8,1481650042426,0,<or>#</or><or>#</or><bl>#</bl><or>#</or><or>#</or><bl>#</bl><or>#</or><or>#</or><bl>#</bl><or>#</or><or>#</or><bl>#</bl><or>#</or><or>#</or><bl>#</bl>, <bl>#</bl> <or>#</or> <bl>#</bl> <or>#</or> <or>#</or> <bl>#</bl> <bl>#</bl> <or>#</or> <bl>#</bl> <or>#</or> <or>#</or> <bl>#</bl> <or>#</or> <or>#</or> <bl>#</bl>
AKR0GMHOAU7ZL,9,1481650076281,1,<or>#</or><or>#</or><or>#</or><or>#</or><bl>#</bl><or>#</or><bl>#</bl><or>#</or><bl>#</bl><or>#</or><bl>#</bl><or>#</or><bl>#</bl><or>#</or><bl>#</bl>, <or>#</or> <or>#</or> <bl>#</bl> <bl>#</bl> <or>#</or> <bl>#</bl> <or>#</or> <or>#</or> <or>#</or> <or>#</or> <bl>#</bl> <or>#</or> <bl>#</bl> <or>#</or> <bl>#</bl>
AKS7P16UM46V3,2,1481650028401, age,49,
AKS7P16UM46V3,3,1481650028401, firstlang, English,
AKS7P16UM46V3,4,1481650028401, zipcode,45373,
AKS7P16UM46V3,5,1481650028401, gender, Female,
AKS7P16UM46V3,6,1481650028401, race, White,
AKS7P16UM46V3,7,1481650028401, education, SomeColl,
AKS7P16UM46V3,8,1481650135281,0,<or>#</or><or>#</or><or>#</or><or>#</or><or>#</or><or>#</or><bl>#</bl><bl>#</bl><bl>#</bl><bl>#</bl><bl>#</bl><bl>#</bl><bl>#</bl><bl>#</bl><bl>#</bl>, <bl>#</bl> <bl>#</bl> <bl>#</bl> <or>#</or> <or>#</or> <or>#</or> <or>#</or> <or>#</or> <bl>#</bl> <bl>#</bl> <bl>#</bl> <bl>#</bl> <or>#</or> <or>#</or> <or>#</or>
AKS7P16UM46V3,9,1481650182496,1,<or>#</or><bl>#</bl><or>#</or><or>#</or><bl>#</bl><or>#</or><or>#</or><or>#</or><bl>#</bl><or>#</or><or>#</or><or>#</or><or>#</or><bl>#</bl><or>#</or>, <or>#</or> <or>#</or> <or>#</or> <bl>#</bl> <bl>#</bl> <or>#</or> <or>#</or> <bl>#</bl> <bl>#</bl> <or>#</or> <or>#</or> <or>#</or> <or>#</or> <bl>#</bl> <or>#</or>
A22N41D10ZZBVN,2,1481650052283, age,21,
A22N41D10ZZBVN,3,1481650052284, firstlang, english,
A22N41D10ZZBVN,4,1481650052284, zipcode,71901,
A22N41D10ZZBVN,5,1481650052284, gender, Male,
A22N41D10ZZBVN,6,1481650052284, race, White,
A22N41D10ZZBVN,7,1481650052284, education, GradHS,
A22N41D10ZZBVN,8,1481650080415,0,<bl>#</bl><bl>#</bl><or>#</or><or>#</or><or>#</or><bl>#</bl><bl>#</bl><or>#</or><or>#</or><or>#</or><bl>#</bl><bl>#</bl><or>#</or><or>#</or><or>#</or>, <bl>#</bl> <or>#</or> <bl>#</bl> <or>#</or> <bl>#</bl> <bl>#</bl> <bl>#</bl> <or>#</or> <or>#</or> <or>#</or> <bl>#</bl> <bl>#</bl> <or>#</or> <or>#</or> <or>#</or>
A22N41D10ZZBVN,9,1481650099686,1,<bl>#</bl><bl>#</bl><or>#</or><or>#</or><or>#</or><or>#</or><bl>#</bl><bl>#</bl><or>#</or><or>#</or><or>#</or><or>#</or><bl>#</bl><bl>#</bl><or>#</or>, <bl>#</bl> <or>#</or> <or>#</or> <bl>#</bl> <bl>#</bl> <bl>#</bl> <bl>#</bl> <bl>#</bl> <or>#</or> <or>#</or> <or>#</or> <or>#</or> <bl>#</bl> <bl>#</bl> <or>#</or>
A1X5IZPCRLL0Z7,2,1481650023743, age,26,
A1X5IZPCRLL0Z7,3,1481650023744, firstlang, English,
A1X5IZPCRLL0Z7,4,1481650023744, zipcode,64068,
A1X5IZPCRLL0Z7,5,1481650023744, gender, Female,
A1X5IZPCRLL0Z7,6,1481650023744, race, White,
A1X5IZPCRLL0Z7,7,1481650023744, education, BachelorDegree,
A1X5IZPCRLL0Z7,8,1481650039826,0,<or>#</or><or>#</or><or>#</or><or>#</or><or>#</or><or>#</or><bl>#</bl><bl>#</bl><bl>#</bl><bl>#</bl><bl>#</bl><bl>#</bl><bl>#</bl><bl>#</bl><bl>#</bl>, <bl>#</bl> <or>#</or> <or>#</or> <or>#</or> <or>#</or> <or>#</or> <or>#</or> <or>#</or> <bl>#</bl> <bl>#</bl> <bl>#</bl> <bl>#</bl> <bl>#</bl> <bl>#</bl> <bl>#</bl>
A1X5IZPCRLL0Z7,9,1481650052775,1,<bl>#</bl><bl>#</bl><bl>#</bl><bl>#</bl><or>#</or><or>#</or><or>#</or><or>#</or><or>#</or><or>#</or><or>#</or><or>#</or><or>#</or><or>#</or><or>#</or>, <or>#</or> <bl>#</bl> <bl>#</bl> <bl>#</bl> <bl>#</bl> <bl>#</bl> <or>#</or> <or>#</or> <bl>#</bl> <or>#</or> <or>#</or> <or>#</or> <or>#</or> <or>#</or> <or>#</or>
AY7WPVKHVNBLG,2,1481650055661, age,44,
AY7WPVKHVNBLG,3,1481650055661, firstlang, English,
AY7WPVKHVNBLG,4,1481650055661, zipcode,63052,
AY7WPVKHVNBLG,5,1481650055661, gender, Female,
AY7WPVKHVNBLG,6,1481650055661, race, White,
AY7WPVKHVNBLG,7,1481650055661, education, BachelorDegree,
AY7WPVKHVNBLG,8,1481650073181,0,<bl>#</bl><bl>#</bl><bl>#</bl><bl>#</bl><bl>#</bl><or>#</or><bl>#</bl><or>#</or><bl>#</bl><or>#</or><bl>#</bl><or>#</or><bl>#</bl><or>#</or><bl>#</bl>, <or>#</or> <bl>#</bl> <bl>#</bl> <bl>#</bl> <bl>#</bl> <bl>#</bl> <bl>#</bl> <bl>#</bl> <bl>#</bl> <bl>#</bl> <bl>#</bl> <or>#</or> <bl>#</bl> <or>#</or> <bl>#</bl>
AY7WPVKHVNBLG,9,1481650086957,1,<or>#</or><or>#</or><or>#</or><or>#</or><bl>#</bl><or>#</or><bl>#</bl><or>#</or><bl>#</bl><or>#</or><bl>#</bl><or>#</or><bl>#</bl><or>#</or><bl>#</bl>, <bl>#</bl> <or>#</or> <or>#</or> <or>#</or> <or>#</or> <or>#</or> <bl>#</bl> <or>#</or> <bl>#</bl> <or>#</or> <bl>#</bl> <or>#</or> <bl>#</bl> <or>#</or> <bl>#</bl>
A2S70WW1VAPKK8,2,1481650064561, age,29,
A2S70WW1VAPKK8,3,1481650064562, firstlang, English,
A2S70WW1VAPKK8,4,1481650064562, zipcode,45103,
A2S70WW1VAPKK8,5,1481650064562, gender, Female,
A2S70WW1VAPKK8,6,1481650064563, race, White,
A2S70WW1VAPKK8,7,1481650064563, education, SomeColl,
A2S70WW1VAPKK8,8,1481650092480,0,<or>#</or><or>#</or><or>#</or><or>#</or><or>#</or><or>#</or><bl>#</bl><bl>#</bl><bl>#</bl><bl>#</bl><bl>#</bl><bl>#</bl><bl>#</bl><bl>#</bl><bl>#</bl>, <bl>#</bl> <or>#</or> <or>#</or> <bl>#</bl> <or>#</or> <or>#</or> <or>#</or> <or>#</or> <bl>#</bl> <bl>#</bl> <bl>#</bl> <bl>#</bl> <or>#</or> <bl>#</bl> <bl>#</bl>
A2S70WW1VAPKK8,9,1481650110355,1,<or>#</or><or>#</or><or>#</or><bl>#</bl><or>#</or><or>#</or><or>#</or><bl>#</bl><or>#</or><or>#</or><or>#</or><bl>#</bl><or>#</or><or>#</or><or>#</or>, <or>#</or> <or>#</or> <or>#</or> <or>#</or> <or>#</or> <or>#</or> <bl>#</bl> <or>#</or> <bl>#</bl> <or>#</or> <or>#</or> <or>#</or> <or>#</or> <or>#</or> <or>#</or>
A3HNEYFOIJWPH1,2,1481650106738, age,33,
A3HNEYFOIJWPH1,3,1481650106739, firstlang, English,
A3HNEYFOIJWPH1,4,1481650106739, zipcode,46322,
A3HNEYFOIJWPH1,5,1481650106739, gender, Male,
A3HNEYFOIJWPH1,6,1481650106739, race, White,
A3HNEYFOIJWPH1,7,1481650106739, education, SomeHS,
A3HNEYFOIJWPH1,8,1481650132890,0,<or>#</or><bl>#</bl><or>#</or><bl>#</bl><bl>#</bl><or>#</or><bl>#</bl><or>#</or><bl>#</bl><bl>#</bl><or>#</or><bl>#</bl><or>#</or><bl>#</bl><bl>#</bl>, <or>#</or> <or>#</or> <or>#</or> <bl>#</bl> <or>#</or> <bl>#</bl> <bl>#</bl> <bl>#</bl> <bl>#</bl> <bl>#</bl> <bl>#</bl> <bl>#</bl> <bl>#</bl> <bl>#</bl> <or>#</or>
A3HNEYFOIJWPH1,9,1481650149682,1,<bl>#</bl><bl>#</bl><or>#</or><or>#</or><or>#</or><or>#</or><bl>#</bl><bl>#</bl><or>#</or><or>#</or><or>#</or><or>#</or><bl>#</bl><bl>#</bl><or>#</or>, <bl>#</bl> <or>#</or> <bl>#</bl> <bl>#</bl> <bl>#</bl> <bl>#</bl> <or>#</or> <bl>#</bl> <or>#</or> <bl>#</bl> <bl>#</bl> <or>#</or> <or>#</or> <bl>#</bl> <or>#</or>
A3ULZGQA5AQMTD,2,1481650205831, age,35,
A3ULZGQA5AQMTD,3,1481650205832, firstlang, English,
A3ULZGQA5AQMTD,4,1481650205833, zipcode,90744,
A3ULZGQA5AQMTD,5,1481650205834, gender, Male,
A3ULZGQA5AQMTD,6,1481650205835, race, White,
A3ULZGQA5AQMTD,7,1481650205835, education, GradHS,
A3ULZGQA5AQMTD,8,1481650223971,0,<bl>#</bl><bl>#</bl><bl>#</bl><bl>#</bl><bl>#</bl><or>#</or><bl>#</bl><or>#</or><bl>#</bl><or>#</or><bl>#</bl><or>#</or><bl>#</bl><or>#</or><bl>#</bl>, <bl>#</bl> <or>#</or> <bl>#</bl> <bl>#</bl> <bl>#</bl> <bl>#</bl> <bl>#</bl> <or>#</or> <or>#</or> <bl>#</bl> <bl>#</bl> <or>#</or> <or>#</or> <or>#</or> <bl>#</bl>
A3ULZGQA5AQMTD,9,1481650235540,1,<or>#</or><bl>#</bl><or>#</or><or>#</or><bl>#</bl><or>#</or><or>#</or><or>#</or><bl>#</bl><or>#</or><or>#</or><or>#</or><or>#</or><bl>#</bl><or>#</or>, <or>#</or> <bl>#</bl> <or>#</or> <or>#</or> <or>#</or> <bl>#</bl> <bl>#</bl> <or>#</or> <or>#</or> <or>#</or> <bl>#</bl> <bl>#</bl> <bl>#</bl> <or>#</or> <or>#</or>
A1BM57TUNAQIXM,2,1481650347354, age,32,
A1BM57TUNAQIXM,3,1481650347364, firstlang, English,
A1BM57TUNAQIXM,4,1481650347364, zipcode,90027,
A1BM57TUNAQIXM,5,1481650347364, gender, Female,
A1BM57TUNAQIXM,6,1481650347364, race, Asian,
A1BM57TUNAQIXM,7,1481650347364, education, BachelorDegree,
A1BM57TUNAQIXM,8,1481650362274,0,<or>#</or><or>#</or><bl>#</bl><or>#</or><or>#</or><bl>#</bl><or>#</or><or>#</or><bl>#</bl><or>#</or><or>#</or><bl>#</bl><or>#</or><or>#</or><bl>#</bl>, <bl>#</bl> <bl>#</bl> <or>#</or> <or>#</or> <or>#</or> <or>#</or> <or>#</or> <or>#</or> <bl>#</bl> <or>#</or> <or>#</or> <bl>#</bl> <or>#</or> <or>#</or> <bl>#</bl>
A1BM57TUNAQIXM,9,1481650378550,1,<bl>#</bl><or>#</or><bl>#</bl><or>#</or><or>#</or><bl>#</bl><or>#</or><bl>#</bl><or>#</or><or>#</or><bl>#</bl><or>#</or><bl>#</bl><or>#</or><or>#</or>, <bl>#</bl> <bl>#</bl> <bl>#</bl> <or>#</or> <bl>#</bl> <bl>#</bl> <or>#</or> <or>#</or> <or>#</or> <or>#</or> <bl>#</bl> <or>#</or> <bl>#</bl> <or>#</or> <or>#</or>
A2A27TLFWKDXUW,2,1481650355675, age,45,
A2A27TLFWKDXUW,3,1481650355676, firstlang, english,
A2A27TLFWKDXUW,4,1481650355676, zipcode,42071,
A2A27TLFWKDXUW,5,1481650355677, gender, Male,
A2A27TLFWKDXUW,6,1481650355677, race, White,
A2A27TLFWKDXUW,7,1481650355678, education, Unanswered,
A2A27TLFWKDXUW,8,1481650386223,0,<bl>#</bl><bl>#</bl><or>#</or><or>#</or><or>#</or><bl>#</bl><bl>#</bl><or>#</or><or>#</or><or>#</or><bl>#</bl><bl>#</bl><or>#</or><or>#</or><or>#</or>, <bl>#</bl> <bl>#</bl> <bl>#</bl> <bl>#</bl> <or>#</or> <or>#</or> <bl>#</bl> <or>#</or> <bl>#</bl> <bl>#</bl> <bl>#</bl> <bl>#</bl> <bl>#</bl> <bl>#</bl> <bl>#</bl>
A2A27TLFWKDXUW,9,1481650406323,1,<bl>#</bl><bl>#</bl><bl>#</bl><bl>#</bl><or>#</or><or>#</or><or>#</or><or>#</or><or>#</or><or>#</or><or>#</or><or>#</or><or>#</or><or>#</or><or>#</or>, <or>#</or> <or>#</or> <bl>#</bl> <bl>#</bl> <bl>#</bl> <or>#</or> <or>#</or> <or>#</or> <bl>#</bl> <bl>#</bl> <or>#</or> <or>#</or> <or>#</or> <or>#</or> <or>#</or>
A3AT9S1CF9QV4K,2,1481650339248, age,75,
A3AT9S1CF9QV4K,3,1481650339248, firstlang, English,
A3AT9S1CF9QV4K,4,1481650339248, zipcode,38119,
A3AT9S1CF9QV4K,5,1481650339248, gender, Male,
A3AT9S1CF9QV4K,6,1481650339248, race, White,
A3AT9S1CF9QV4K,7,1481650339248, education, SomeColl,
A3PTGQLMTKL2JR,2,1481650342046, age,57,
A3PTGQLMTKL2JR,3,1481650342046, firstlang, English,
A3PTGQLMTKL2JR,4,1481650342047, zipcode,33026,
A3PTGQLMTKL2JR,5,1481650342047, gender, Female,
A3PTGQLMTKL2JR,6,1481650342047, race, White,
A3PTGQLMTKL2JR,7,1481650342047, education, BachelorDegree,
A3PTGQLMTKL2JR,8,1481650389735,0,<bl>#</bl><or>#</or><or>#</or><bl>#</bl><or>#</or><or>#</or><or>#</or><bl>#</bl><or>#</or><or>#</or><or>#</or><or>#</or><bl>#</bl><or>#</or><or>#</or>, <or>#</or> <or>#</or> <or>#</or> <bl>#</bl> <or>#</or> <or>#</or> <bl>#</bl> <bl>#</bl> <bl>#</bl> <or>#</or> <bl>#</bl> <or>#</or> <or>#</or> <or>#</or> <bl>#</bl>
A3PTGQLMTKL2JR,9,1481650418406,1,<bl>#</bl><bl>#</bl><or>#</or><or>#</or><or>#</or><or>#</or><bl>#</bl><bl>#</bl><or>#</or><or>#</or><or>#</or><or>#</or><bl>#</bl><bl>#</bl><or>#</or>, <bl>#</bl> <or>#</or> <or>#</or> <bl>#</bl> <bl>#</bl> <or>#</or> <or>#</or> <or>#</or> <bl>#</bl> <or>#</or> <bl>#</bl> <or>#</or> <or>#</or> <bl>#</bl> <bl>#</bl>
A28BADNFXK79Q7,2,1481650360606, age,23,
A28BADNFXK79Q7,3,1481650360606, firstlang, english,
A28BADNFXK79Q7,4,1481650360606, zipcode,30075,
A28BADNFXK79Q7,5,1481650360606, gender, Unanswered,
A28BADNFXK79Q7,6,1481650360606, race, Unanswered,
A28BADNFXK79Q7,7,1481650360607, education, Unanswered,
